TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
572062286,19/02/17,02:11:21.80,GBM Flight Position,27.717,-73.217,27.48,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 107.75,23.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
572018478,19/02/16,14:01:13.23,GBM Flight Position,20.817,-66.067,34.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 45.00,-19.15 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
572018478,19/02/16,14:01:13.23,GBM Flight Position,50.383,+8.017,35.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 45.00,-19.15 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571948287,19/02/15,18:31:22.48,GBM Final Position,340.390,+37.450,1.19,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
571948287,19/02/15,18:31:22.48,GBM Ground Position,342.320,+36.220,1.00,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_571948287.fits
571948287,19/02/15,18:31:22.48,GBM Ground Position,342.290,+37.320,1.55,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_571948287.fits
571948287,19/02/15,18:31:22.48,GBM Ground Position,343.220,+36.610,2.68,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_571948287.fits
571948287,19/02/15,18:31:22.48,GBM Ground Position,343.330,+35.470,3.74,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_571948287.fits
571948287,19/02/15,18:31:22.48,GBM Flight Position,349.833,+41.367,4.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.17,21.87 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571948287,19/02/15,18:31:22.48,GBM Flight Position,359.200,+40.750,10.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.17,21.87 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571858965,19/02/14,17:42:40.77,GBM Flight Position,317.433,+62.600,26.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 19.28,-22.83 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571797852,19/02/14,00:44:07.82,GBM Flight Position,114.350,-32.800,34.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 26.45,-5.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571664016,19/02/12,11:33:31.89,GBM Final Position,30.600,-6.540,13.98,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
571664016,19/02/12,11:33:31.89,GBM Ground Position,34.300,-29.430,9.27,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_571664016.fits
571664016,19/02/12,11:33:31.89,GBM Flight Position,43.333,-17.217,8.78,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 70.07,-1.27 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571375608,19/02/09,03:26:43.07,GBM Flight Position,334.617,-51.067,30.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.60,-6.83 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571357984,19/02/08,22:32:59.73,GBM Flight Position,35.100,-41.333,25.35,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 65.05,-18.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571098680,19/02/05,22:31:15.66,GBM Final Position,307.610,-45.430,7.17,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
571098680,19/02/05,22:31:15.66,GBM Flight Position,317.683,-38.483,19.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 286.70,12.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
571098680,19/02/05,22:31:15.66,GBM Flight Position,11.067,-42.500,28.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 286.70,12.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570985375,19/02/04,15:02:50.91,GBM Final Position,94.860,-16.150,8.80,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
570985375,19/02/04,15:02:50.91,GBM Ground Position,87.610,-27.340,9.43,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570985375.fits
570985375,19/02/04,15:02:50.91,GBM Flight Position,84.583,-26.017,14.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 95.05,-8.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570929056,19/02/03,23:24:11.71,GBM Flight Position,269.633,+76.367,9.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.60,-23.23 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570929056,19/02/03,23:24:11.71,GBM Flight Position,255.617,+43.533,14.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.60,-23.23 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570830825,19/02/02,20:07:00.32,GBM Flight Position,207.350,-47.267,25.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 3.85,4.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570778620,19/02/02,05:36:55.72,GBM Final Position,225.130,+44.110,2.11,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
570825115,19/02/02,18:31:50.45,GBM Final Position,250.330,-17.500,33.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
570825115,19/02/02,18:31:50.45,GBM Ground Position,194.910,-44.430,12.88,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570825115.fits
570825115,19/02/02,18:31:50.45,GBM Flight Position,189.500,-46.817,27.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 27.83,5.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570813197,19/02/02,15:13:12.94,GBM Final Position,113.940,+5.730,9.36,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
570813197,19/02/02,15:13:12.94,GBM Ground Position,117.590,+9.660,10.68,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570813197.fits
570813197,19/02/02,15:13:12.94,GBM Flight Position,118.117,+3.117,25.35,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 48.43,17.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570778620,19/02/02,05:36:55.72,GBM Final Position,258.270,+52.020,5.75,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
570778620,19/02/02,05:36:55.72,GBM Ground Position,226.610,+40.140,13.75,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570778620.fits
570778620,19/02/02,05:36:55.72,GBM Flight Position,250.600,+38.917,18.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 173.20,23.07 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570764371,19/02/02,01:39:26.21,GBM Final Position,169.890,+7.780,2.08,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8216).
570764371,19/02/02,01:39:26.21,GBM Ground Position,164.680,+6.300,3.53,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570764371.fits
570764371,19/02/02,01:39:26.21,GBM Flight Position,169.033,+3.583,4.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 54.53,-22.93 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570764371,19/02/02,01:39:26.21,GBM Flight Position,172.967,+4.933,20.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 54.53,-22.93 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570722356,19/02/01,13:59:11.32,GBM Flight Position,230.783,-61.700,29.02,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 101.53,6.85 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
570716645,19/02/01,12:24:00.08,GBM Ground Position,212.460,-67.970,6.72,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570716645.fits
570716645,19/02/01,12:24:00.08,GBM Ground Position,224.640,-51.080,11.63,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_570716645.fits
570716645,19/02/01,12:24:00.08,GBM Flight Position,202.683,-57.150,24.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 125.50,7.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
